age,workclass,salary,education_rank,marital-status,occupation,race,sex,mins_beerdrinking_year,mins_exercising_year,works_hours,tea_per_year,coffee_per_year
28.0,government,46411.75,10,Married,lawenf,caucasian,Male,0.0,0.0,48,68.0,305.0
14.0,private,72752.75,9,Never-married,craft,caucasian,Male,0.0,0.0,40,345.0,
41.0,private,28455.75,13,Divorced,service,caucasian,Male,,0.0,40,131.0,104.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,27482.0,7,Never-married,sales,not_caucasian,Female,0.0,0.0,35,119.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
40.0,self_employed,23009.0,13,Married,craft,caucasian,Male,0.0,0.0,40,12.0,429.0
26.0,private,52220.25,13,Never-married,sales,caucasian,Male,0.0,0.0,42,284.0,335.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
22.0,private,49739.0,9,Never-married,cleaner,not_caucasian,Male,0.0,0.0,35,,133.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
41.0,government,40196.25,9,Married,craft,caucasian,Male,0.0,0.0,40,45.0,212.0
56.0,self_employed,59182.75,2,Divorced,executive,caucasian,Male,0.0,0.0,25,363.0,123.0
28.0,private,44987.25,9,Divorced,trucker,not_caucasian,Female,0.0,0.0,20,255.0,470.0
34.0,self_employed,42110.75,9,Married,sales,caucasian,Male,0.0,0.0,60,247.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,government,9613.75,9,Never-married,craft,caucasian,Male,0.0,0.0,10,,401.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
36.0,private,53594.5,9,Divorced,professional,caucasian,Female,0.0,0.0,40,,351.0
57.0,private,50289.75,12,Widowed,clerical,caucasian,Female,0.0,0.0,40,,249.0
57.0,self_employed,41470.25,15,Married,professional,caucasian,Male,0.0,0.0,40,199.0,486.0
35.0,private,21449.75,9,Divorced,clerical,caucasian,Female,0.0,0.0,40,,12.0
45.0,private,95395.75,10,Married,craft,not_caucasian,Male,0.0,0.0,45,103.0,
14.0,private,51488.25,9,Never-married,cleaner,not_caucasian,Male,0.0,0.0,20,67.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
47.0,,46701.25,9,Married,,caucasian,Female,0.0,0.0,35,401.0,455.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
49.0,government,67058.5,9,Married,lawenf,caucasian,Male,0.0,0.0,40,450.0,284.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
19.0,,22819.5,10,Never-married,,caucasian,Male,0.0,0.0,25,,155.0
24.0,private,65140.0,9,Married,factory,caucasian,Male,0.0,,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
32.0,private,62645.75,10,Divorced,sales,caucasian,Female,0.0,0.0,38,11.0,109.0
19.0,private,,9,Never-married,service,caucasian,Male,0.0,0.0,30,,68.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
21.0,government,53195.0,8,Never-married,cleaner,not_caucasian,Female,0.0,0.0,20,247.0,307.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
62.0,private,6741.5,10,Widowed,clerical,caucasian,Female,0.0,0.0,40,416.0,76.0
36.0,,34942.5,10,Divorced,,caucasian,Female,0.0,0.0,32,188.0,353.0
56.0,private,13072.75,13,Married,professional,caucasian,Male,7688.0,0.0,45,,
43.0,private,54577.25,13,Divorced,sales,caucasian,Female,0.0,0.0,50,496.0,232.0
16.0,private,14687.75,9,Married,cleaner,caucasian,Male,0.0,0.0,40,291.0,
54.0,,48260.75,9,Married,,caucasian,Male,0.0,0.0,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
33.0,government,105679.5,9,Married,service,caucasian,Male,0.0,0.0,40,392.0,191.0
14.0,private,54032.25,9,Never-married,service,caucasian,Male,0.0,0.0,35,281.0,
48.0,private,79340.0,10,Divorced,clerical,caucasian,Female,0.0,0.0,50,269.0,188.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,,36497.25,10,Never-married,,caucasian,Male,0.0,0.0,45,441.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
72.0,private,47132.0,11,Married,clerical,caucasian,Male,0.0,0.0,45,375.0,485.0
37.0,private,27070.5,13,Married,executive,caucasian,Male,0.0,0.0,45,75.0,399.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
22.0,,29404.5,13,Never-married,,caucasian,Male,0.0,,25,223.0,199.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
30.0,private,24430.75,9,Never-married,factory,caucasian,Male,0.0,0.0,45,465.0,143.0
32.0,private,56820.5,10,Married,trucker,caucasian,Male,0.0,0.0,50,,126.0
22.0,private,27453.75,10,Never-married,clerical,caucasian,Female,0.0,0.0,40,390.0,17.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
42.0,self_employed,13645.75,13,Divorced,professional,caucasian,Female,0.0,0.0,30,259.0,101.0
23.0,private,59830.5,9,Divorced,sales,caucasian,Male,0.0,0.0,40,4.0,3.0
47.0,private,30455.25,2,Married,service,not_caucasian,Male,0.0,0.0,40,477.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
25.0,private,47980.25,10,Never-married,trucker,caucasian,Male,0.0,0.0,40,363.0,236.0
34.0,private,59215.25,9,Married,tech,caucasian,Male,0.0,0.0,40,111.0,349.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
49.0,private,31089.0,13,Married,sales,caucasian,Male,0.0,0.0,60,47.0,141.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
34.0,private,51395.25,9,Married,sales,caucasian,Female,0.0,0.0,40,367.0,409.0
14.0,private,87988.0,10,Never-married,professional,caucasian,Female,0.0,0.0,20,465.0,
69.0,private,,11,Widowed,clerical,caucasian,Female,,0.0,40,414.0,151.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
32.0,self_employed,52325.25,9,Married,craft,caucasian,Male,0.0,0.0,50,363.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
46.0,,164009.0,9,Married,,caucasian,Male,0.0,0.0,25,,
20.0,private,9500.25,10,Never-married,service,caucasian,Female,0.0,0.0,20,69.0,480.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
40.0,private,45575.5,9,Divorced,trucker,caucasian,Male,0.0,0.0,40,348.0,230.0
41.0,private,17661.25,14,Widowed,professional,caucasian,Female,4650.0,0.0,55,200.0,116.0
34.0,private,71157.25,9,Married,professional,caucasian,Male,0.0,0.0,40,417.0,404.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
36.0,private,8177.25,10,Divorced,sales,caucasian,Female,3325.0,0.0,45,,213.0
33.0,government,37664.25,13,Never-married,professional,not_caucasian,Female,0.0,0.0,40,456.0,10.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,private,86783.0,10,Never-married,factory,not_caucasian,Female,0.0,0.0,40,144.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
52.0,private,22263.5,9,Married,craft,caucasian,Male,0.0,0.0,40,472.0,411.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,private,70129.75,6,Married,trucker,not_caucasian,Male,0.0,0.0,40,,223.0
56.0,self_employed,19522.5,10,Divorced,sales,caucasian,Female,,0.0,48,183.0,199.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
16.0,private,47142.25,10,Never-married,clerical,caucasian,Female,0.0,0.0,25,,
51.0,self_employed,45294.75,13,Married,executive,caucasian,Female,0.0,0.0,25,366.0,227.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
45.0,private,51411.0,9,Divorced,tech,caucasian,Female,0.0,0.0,26,227.0,217.0
32.0,private,51635.25,7,Divorced,craft,caucasian,Male,0.0,0.0,50,,391.0
68.0,private,52119.5,14,Married,professional,caucasian,Male,0.0,0.0,18,46.0,497.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,16347.25,9,Never-married,service,not_caucasian,Male,0.0,0.0,30,,
43.0,private,32053.0,3,Married,factory,not_caucasian,Female,0.0,0.0,40,310.0,213.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
27.0,private,35978.0,9,Divorced,trucker,caucasian,Male,0.0,0.0,50,239.0,
48.0,private,,10,Divorced,executive,caucasian,Female,0.0,0.0,40,239.0,315.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
51.0,private,40956.5,9,Married,trucker,caucasian,Male,0.0,,40,,92.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,self_employed,74583.0,13,Married,professional,caucasian,Male,0.0,0.0,45,192.0,98.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
17.0,,35361.25,5,Never-married,,caucasian,Male,0.0,0.0,5,259.0,273.0
34.0,private,35279.5,13,Divorced,professional,caucasian,Female,,,35,360.0,166.0
36.0,self_employed,49899.0,10,Divorced,executive,caucasian,Female,0.0,0.0,50,86.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
23.0,private,41631.75,10,Never-married,executive,not_caucasian,Female,0.0,0.0,40,474.0,181.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,30693.75,9,Never-married,service,caucasian,Male,0.0,0.0,35,,253.0
39.0,private,63875.75,13,Never-married,executive,caucasian,Male,0.0,0.0,40,280.0,311.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
23.0,private,15195.75,11,Married,craft,caucasian,Male,0.0,0.0,40,,80.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
21.0,government,43739.25,10,Married,lawenf,caucasian,Male,0.0,,50,325.0,
36.0,private,10928.0,6,Married,craft,caucasian,Male,0.0,0.0,40,,134.0
34.0,government,59736.0,6,Married,craft,caucasian,Male,0.0,0.0,40,374.0,101.0
20.0,private,44617.25,9,Never-married,service,not_caucasian,Female,0.0,,15,332.0,400.0
31.0,government,48535.25,11,Married,cleaner,caucasian,Male,,0.0,40,349.0,163.0
14.0,private,52523.75,7,Divorced,cleaner,caucasian,Female,0.0,0.0,40,264.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,122661.25,10,Married,professional,caucasian,Male,2829.0,0.0,42,194.0,
27.0,private,70578.25,9,Married,trucker,not_caucasian,Male,0.0,0.0,40,227.0,107.0
41.0,government,,9,Divorced,executive,caucasian,Male,0.0,0.0,45,177.0,461.0
30.0,private,,9,Married,trucker,caucasian,Male,0.0,0.0,40,,209.0
35.0,self_employed,19896.5,14,Married,professional,not_caucasian,Male,0.0,0.0,40,296.0,112.0
29.0,private,74926.25,10,Never-married,cleaner,not_caucasian,Male,0.0,0.0,37,126.0,267.0
24.0,private,7664.0,10,Never-married,service,caucasian,Male,0.0,0.0,24,27.0,173.0
25.0,private,114637.25,2,Married,farm,caucasian,Male,0.0,0.0,96,214.0,52.0
31.0,private,61832.0,3,Never-married,trucker,caucasian,Male,0.0,,30,48.0,455.0
49.0,private,55154.5,9,Divorced,clerical,not_caucasian,Female,0.0,0.0,37,,388.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
41.0,private,52564.75,10,Divorced,clerical,not_caucasian,Female,0.0,0.0,37,430.0,44.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
55.0,private,49766.75,9,Married,craft,caucasian,Male,0.0,0.0,40,,325.0
28.0,self_employed,35396.0,9,Divorced,sales,caucasian,Male,0.0,0.0,55,97.0,
22.0,private,22933.25,10,Never-married,service,caucasian,Female,,0.0,35,111.0,288.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
37.0,private,22429.5,10,Married,trucker,caucasian,Male,0.0,0.0,45,290.0,207.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
19.0,private,48726.25,10,Never-married,service,caucasian,Female,0.0,0.0,30,347.0,452.0
43.0,self_employed,38696.25,13,Married,factory,not_caucasian,Female,0.0,0.0,80,,386.0
29.0,private,37715.25,9,Never-married,clerical,caucasian,Female,0.0,0.0,40,388.0,315.0
25.0,private,8635.25,11,Never-married,professional,caucasian,Female,0.0,0.0,36,257.0,462.0
41.0,private,46116.5,7,Married,lawenf,caucasian,Male,0.0,0.0,55,96.0,276.0
68.0,private,63466.5,13,Married,sales,caucasian,Male,0.0,0.0,30,352.0,421.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
51.0,private,88911.25,9,Married,sales,not_caucasian,Male,0.0,0.0,40,288.0,
42.0,private,29329.75,9,Married,craft,caucasian,Male,0.0,1672.0,40,,432.0
39.0,private,71506.5,13,Married,craft,caucasian,Male,0.0,0.0,52,73.0,497.0
37.0,private,8250.25,9,Married,sales,caucasian,Male,0.0,0.0,50,22.0,7.0
47.0,private,39731.0,13,Married,executive,caucasian,Female,0.0,0.0,40,232.0,218.0
28.0,,11403.25,10,Never-married,,caucasian,Female,0.0,0.0,40,,161.0
58.0,self_employed,5345.75,9,Married,factory,caucasian,Male,0.0,0.0,40,,413.0
29.0,self_employed,61993.75,10,Never-married,craft,not_caucasian,Male,0.0,0.0,30,,
29.0,private,35450.5,10,Divorced,clerical,not_caucasian,Female,0.0,0.0,40,310.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
48.0,government,70759.25,13,Married,professional,caucasian,Male,0.0,0.0,40,499.0,400.0
16.0,private,48486.25,14,Never-married,executive,caucasian,Male,0.0,0.0,60,402.0,
64.0,private,45061.75,4,Married,craft,not_caucasian,Male,0.0,0.0,40,352.0,267.0
39.0,private,46132.75,9,Divorced,service,caucasian,Female,0.0,0.0,40,,44.0
36.0,private,31204.5,9,Married,factory,caucasian,Male,0.0,0.0,40,,115.0
39.0,private,42295.0,9,Widowed,clerical,caucasian,Female,0.0,1876.0,35,498.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
45.0,private,49897.5,3,Married,trucker,caucasian,Male,0.0,0.0,38,,306.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
34.0,private,47439.75,13,Married,executive,caucasian,Male,0.0,1977.0,45,454.0,430.0
36.0,private,147184.75,13,Divorced,sales,caucasian,Female,0.0,0.0,40,410.0,103.0
18.0,private,48147.75,13,Never-married,clerical,caucasian,Female,0.0,0.0,45,104.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
44.0,private,33496.5,10,Divorced,clerical,caucasian,Female,0.0,0.0,40,24.0,59.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
42.0,private,59080.75,9,Divorced,craft,caucasian,Female,0.0,0.0,40,364.0,301.0
23.0,private,26797.5,10,Never-married,clerical,not_caucasian,Male,0.0,0.0,20,224.0,383.0
61.0,private,40608.0,10,Divorced,service,caucasian,Female,0.0,0.0,40,,225.0
53.0,government,42429.75,9,Married,executive,caucasian,Male,0.0,0.0,40,332.0,351.0
,private,,5,Divorced,service,caucasian,Female,0.0,0.0,35,379.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
32.0,private,25910.5,11,Married,executive,caucasian,Male,0.0,,50,408.0,84.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,53303.5,12,Married,sales,caucasian,Male,,0.0,40,,293.0
64.0,private,65020.5,2,Married,factory,caucasian,Male,0.0,0.0,40,,461.0
23.0,,30995.75,13,Never-married,,not_caucasian,Male,0.0,0.0,40,,62.0
51.0,self_employed,80990.75,9,Married,trucker,caucasian,Male,0.0,0.0,60,427.0,231.0
24.0,private,38283.25,8,Never-married,factory,not_caucasian,Male,0.0,0.0,40,379.0,396.0
41.0,self_employed,48364.75,10,Married,craft,caucasian,Male,0.0,0.0,50,,190.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
60.0,private,24738.5,10,Married,farm,caucasian,Male,0.0,0.0,40,,
14.0,private,15159.75,10,Never-married,service,caucasian,Female,0.0,0.0,40,418.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
22.0,private,58965.5,10,Divorced,executive,caucasian,Female,0.0,0.0,45,146.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
48.0,self_employed,,9,Married,craft,caucasian,Male,0.0,0.0,40,220.0,259.0
,self_employed,33692.0,14,Married,sales,caucasian,Male,0.0,0.0,35,,
22.0,private,25819.25,12,Never-married,clerical,caucasian,Female,0.0,,20,144.0,23.0
42.0,private,87375.5,10,Never-married,clerical,caucasian,Male,0.0,0.0,45,209.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,71920.25,7,Never-married,farm,caucasian,Male,0.0,0.0,40,339.0,
35.0,government,15681.5,10,Divorced,service,caucasian,Female,,0.0,40,493.0,
25.0,private,46791.75,9,Divorced,service,caucasian,Female,0.0,0.0,35,138.0,
29.0,self_employed,53147.0,10,Married,farm,caucasian,Male,0.0,0.0,65,177.0,331.0
32.0,private,47459.5,9,Never-married,sales,caucasian,Female,0.0,0.0,50,,279.0
45.0,private,43068.5,16,Divorced,professional,not_caucasian,Female,0.0,3004.0,35,326.0,107.0
42.0,private,47161.0,3,Divorced,craft,caucasian,Male,0.0,0.0,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
34.0,government,28015.5,14,Never-married,professional,caucasian,Female,0.0,0.0,40,,468.0
39.0,,45217.0,7,Never-married,,not_caucasian,Female,0.0,0.0,40,83.0,367.0
44.0,government,49114.0,14,Never-married,professional,caucasian,Female,0.0,1669.0,40,489.0,115.0
19.0,,55129.25,10,Never-married,,caucasian,Female,0.0,0.0,35,491.0,33.0
46.0,private,40831.0,9,Married,service,caucasian,Female,0.0,0.0,40,329.0,107.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
22.0,self_employed,89403.0,9,Married,craft,caucasian,Male,0.0,0.0,60,105.0,395.0
42.0,self_employed,6810.5,7,Married,farm,caucasian,Male,0.0,0.0,60,,343.0
40.0,private,21417.0,4,Married,craft,caucasian,Male,0.0,0.0,60,171.0,101.0
44.0,private,45713.5,9,Married,craft,caucasian,Male,0.0,0.0,45,,
33.0,private,27891.75,11,Never-married,craft,caucasian,Male,0.0,0.0,40,331.0,162.0
25.0,private,7399.75,10,Married,trucker,caucasian,Male,0.0,0.0,38,3.0,1.0
47.0,self_employed,,14,Divorced,professional,caucasian,Male,,0.0,40,178.0,118.0
58.0,government,49536.25,9,Married,craft,caucasian,Male,0.0,0.0,40,369.0,455.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
27.0,private,45909.75,9,Never-married,trucker,caucasian,Male,0.0,0.0,40,50.0,396.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,44162.0,9,Divorced,clerical,not_caucasian,Male,,0.0,42,,257.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,27382.5,11,Married,tech,caucasian,Male,7298.0,0.0,40,322.0,487.0
18.0,private,44170.75,12,Never-married,professional,caucasian,Male,0.0,0.0,40,481.0,
50.0,government,85753.5,10,Married,executive,not_caucasian,Male,0.0,0.0,40,405.0,77.0
72.0,private,13421.0,10,Married,lawenf,not_caucasian,Male,0.0,0.0,40,470.0,171.0
33.0,private,27744.5,10,Divorced,craft,not_caucasian,Female,0.0,0.0,40,,481.0
21.0,private,6602.5,9,Never-married,clerical,caucasian,Female,0.0,0.0,40,464.0,230.0
40.0,self_employed,35611.0,13,Never-married,professional,caucasian,Female,0.0,0.0,45,139.0,321.0
21.0,private,5537.25,9,Never-married,service,not_caucasian,Male,0.0,0.0,30,,82.0
60.0,self_employed,24888.5,13,Divorced,sales,caucasian,Female,0.0,0.0,40,70.0,
38.0,private,46961.75,11,Married,executive,caucasian,Male,0.0,,50,426.0,443.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
24.0,private,12003.5,13,Divorced,executive,caucasian,Female,0.0,0.0,35,431.0,
69.0,,48944.75,11,Widowed,,caucasian,Female,0.0,0.0,1,,420.0
23.0,private,,13,Never-married,cleaner,caucasian,Male,0.0,0.0,30,493.0,
24.0,government,113160.0,10,Never-married,tech,caucasian,Male,14344.0,0.0,50,141.0,154.0
43.0,private,10883.25,3,Divorced,service,caucasian,Female,0.0,0.0,40,,34.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
38.0,private,30958.25,10,Never-married,service,caucasian,Male,0.0,1408.0,40,353.0,401.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
80.0,self_employed,25442.75,7,Married,executive,caucasian,Male,0.0,0.0,25,,197.0
38.0,self_employed,8340.75,9,Married,farm,caucasian,Male,0.0,0.0,70,453.0,
14.0,private,63921.25,10,Never-married,service,not_caucasian,Male,0.0,0.0,40,246.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
30.0,private,50280.5,13,Married,professional,caucasian,Male,0.0,0.0,40,419.0,415.0
54.0,private,73881.25,10,Divorced,lawenf,caucasian,Female,0.0,0.0,40,436.0,54.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
52.0,private,40175.75,16,Married,professional,caucasian,Male,0.0,0.0,65,323.0,491.0
40.0,self_employed,38776.5,5,Married,craft,caucasian,Male,0.0,0.0,40,38.0,90.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
21.0,government,30759.25,10,Never-married,tech,caucasian,Male,0.0,0.0,13,330.0,
21.0,private,20170.0,9,Never-married,service,caucasian,Female,0.0,0.0,64,81.0,404.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
38.0,private,43142.75,10,Divorced,craft,caucasian,Male,,0.0,58,256.0,343.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
55.0,private,36774.5,9,Married,craft,caucasian,Male,0.0,0.0,50,,196.0
39.0,private,35119.25,9,Never-married,factory,caucasian,Female,,0.0,10,,223.0
40.0,self_employed,41277.0,13,Married,clerical,caucasian,Male,0.0,0.0,40,41.0,8.0
